student_id,institution,country_home,country_host,gender,age,language_proficiency,gpa_prev,attendance_rate,socio_econ_status,marital_status,teaching_style_difference,dropout,cultural_distance,support_program,target_success,completion_status,subject_field,timestamp_created,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32
IT000340,University of Messina,Latvia,Italy,Male,28,B2,85.5,0.79,Medium,Other,0.53,0,0.1,LanguageMentor,1,Completed,Psychology,2025-11-02T11:58:25Z,0.7,0.67,0.66,0.76,0.54,0.8,0.91,0.73,0.57,0.66,0.59,0.62,0.86,0.74,0.9,0.74,0.73,0.68,0.67,0.74,0.77,0.55,0.61,0.52,1.0,0.9,0.96,0.81,0.76,0.84,0.65,0.7
SL000305,Comenius University Bratislava,USA,Slovakia,Female,24,B1,74.3,0.96,Low,Other,0.21,1,0.3,None,0,Dropped Out,Data Science,2025-11-02T11:58:26Z,0.8,0.57,0.72,0.67,0.69,0.78,0.6,0.8,0.9,0.67,0.86,0.89,0.75,0.92,0.82,0.71,0.58,0.55,0.83,0.6,0.59,0.69,0.72,0.82,0.65,0.5,0.8,0.73,0.83,0.74,0.59,0.64
SL000078,Comenius University Bratislava,Italy,Slovakia,Male,20,B1,72.3,0.89,Low,Married,0.05,0,0.1,LanguageMentor,0,Failed Exams,Computer Science,2025-11-02T11:58:26Z,0.84,0.7,0.79,0.75,0.71,0.79,0.67,0.64,0.84,0.57,0.5,0.69,0.94,0.67,0.71,0.96,0.65,0.41,0.65,0.84,0.75,0.38,1.0,0.65,0.63,0.72,0.87,0.87,0.71,0.57,0.71,0.75
SL000397,Slovak Tech,Slovakia,Slovakia,Male,20,B2,75.4,0.9,Medium,Married,0.33,0,0.1,Tutoring,1,Ongoing,Data Science,2025-11-02T11:58:26Z,0.9,0.82,0.79,0.76,0.84,0.69,0.59,0.79,0.57,0.8,0.72,0.72,0.56,0.5,0.61,0.89,0.75,0.82,0.75,0.93,0.47,0.58,0.7,0.44,0.79,0.71,0.62,0.75,0.6,0.75,0.92,0.84
IT000216,Politecnico di Torino,Bangladesh,Italy,Other,28,C1,62.8,0.86,High,Married,0.45,0,0.6,LanguageMentor,1,Completed,Business,2025-11-02T11:58:25Z,0.56,0.52,0.84,0.86,0.74,0.89,0.82,0.62,0.67,0.56,0.87,0.82,0.77,0.72,0.76,0.58,0.73,0.46,0.85,0.86,0.94,0.74,0.72,1.0,0.81,0.64,0.78,0.59,0.89,0.78,0.52,0.64
IT000307,Politecnico di Torino,Sri Lanka,Italy,Other,19,A2,74.4,0.81,High,Other,0.54,1,0.6,None,0,Dropped Out,Psychology,2025-11-02T11:58:25Z,0.62,0.63,0.68,0.54,0.65,0.48,0.62,0.87,0.59,0.53,0.89,0.67,0.68,0.67,0.84,0.95,0.82,0.9,0.85,0.65,0.77,0.55,0.68,0.72,0.84,0.52,0.67,0.63,0.61,0.9,0.71,0.68
SL000072,Slovak Tech,Nigeria,Slovakia,Other,21,B2,63.5,0.86,Low,Single,0.19,0,0.7,Tutoring,1,Completed,Data Science,2025-11-02T11:58:26Z,0.71,0.71,0.76,0.52,0.9,0.81,0.7,0.77,0.78,1.0,0.54,0.65,0.77,0.58,0.75,0.74,0.73,1.0,0.64,0.53,0.7,0.97,0.68,0.98,0.56,0.7,0.67,0.55,0.76,0.58,0.77,0.77
IT000305,Politecnico di Torino,Italy,Italy,Female,22,A2,88.7,0.86,High,Single,0.25,1,0.1,BuddyProgram,0,Dropped Out,English Philology,2025-11-02T11:58:25Z,0.93,0.77,0.6,0.61,0.67,0.71,0.94,0.73,0.65,0.56,0.66,0.68,0.75,0.98,0.94,0.71,0.7,0.6,0.78,0.8,0.54,0.84,0.56,0.77,0.74,0.73,0.66,0.45,0.83,0.98,0.75,0.73
LA000435,Daugavpils University,Spain,Latvia,Other,23,C1,80.0,0.87,Low,Other,0.66,0,0.1,Counseling,1,Completed,Psychology,2025-11-02T11:58:25Z,0.45,0.57,0.86,0.68,0.56,0.64,0.84,0.35,0.71,0.93,0.65,0.58,0.82,0.83,0.74,0.5,0.57,0.69,0.5,0.44,0.4,0.57,0.53,0.47,0.78,0.52,0.88,0.55,0.71,0.67,0.85,0.61
IT000257,Politecnico di Torino,Slovakia,Italy,Female,23,A2,64.0,0.84,Medium,Other,0.59,1,0.1,LanguageMentor,0,Dropped Out,Computer Science,2025-11-02T11:58:25Z,0.92,0.73,0.6,0.73,0.62,0.66,0.86,0.72,0.86,0.69,0.82,0.77,0.76,0.74,0.71,0.63,0.71,0.66,1.0,0.7,0.53,0.65,0.56,0.62,0.71,0.78,0.64,0.66,0.54,0.86,0.98,0.81
IT000227,Politecnico di Torino,Vietnam,Italy,Other,32,C2,74.0,0.95,Low,Married,0.61,0,0.6,None,0,Transferred,Engineering,2025-11-02T11:58:25Z,0.71,0.8,0.63,0.71,0.67,0.57,0.78,0.87,0.65,0.86,0.66,0.81,0.62,0.52,0.47,0.62,0.73,0.68,0.83,0.58,0.36,0.49,0.52,0.43,0.69,0.79,0.7,0.73,0.72,0.52,0.63,0.79
IT000179,University of Messina,Vietnam,Italy,Male,28,C2,76.7,0.98,Low,Married,0.42,0,0.6,None,0,Failed Exams,Data Science,2025-11-02T11:58:25Z,0.68,0.75,0.85,0.71,0.77,0.77,0.59,0.81,0.81,0.54,0.71,0.63,0.87,0.6,0.57,0.9,0.79,0.77,1.0,0.81,0.73,0.53,0.5,0.72,0.82,0.63,0.71,0.91,0.73,0.73,0.44,0.58
SL000105,Comenius University Bratislava,USA,Slovakia,Other,26,B2,77.1,0.79,Low,Single,0.48,1,0.3,Tutoring,0,Dropped Out,Engineering,2025-11-02T11:58:26Z,0.61,0.68,0.63,0.59,1.0,0.82,0.87,0.7,0.62,0.65,0.69,0.71,0.54,0.98,0.74,0.59,0.82,0.65,0.95,0.86,0.59,0.66,0.58,0.38,0.74,0.66,0.56,0.52,0.81,0.89,0.87,0.64
LA000455,Daugavpils University,USA,Latvia,Prefer not to say,27,C1,72.5,0.82,Medium,Married,0.26,1,0.3,LanguageMentor,0,Dropped Out,English Philology,2025-11-02T11:58:25Z,0.58,0.62,0.72,0.73,0.62,0.87,0.63,0.68,0.72,0.72,0.61,0.69,0.66,0.65,0.79,0.97,0.52,0.86,0.79,0.93,0.79,0.76,0.68,0.77,0.55,0.61,0.7,0.94,0.81,0.56,0.73,0.83
LA000425,Daugavpils University,Slovakia,Latvia,Female,21,C1,69.4,0.83,Medium,Other,0.44,0,0.1,None,1,Ongoing,Logistics,2025-11-02T11:58:25Z,0.37,0.59,0.56,0.78,0.87,0.59,0.79,0.75,0.84,0.53,0.76,0.85,0.64,0.86,0.72,0.52,0.8,0.68,0.61,0.74,0.79,0.62,0.75,0.83,0.82,0.87,0.76,0.79,0.66,0.7,0.7,0.8
IT000256,Politecnico di Torino,Sri Lanka,Italy,Female,24,C2,75.2,0.89,Medium,Single,0.29,0,0.6,LanguageMentor,1,Ongoing,Logistics,2025-11-02T11:58:25Z,0.7,0.65,0.53,0.58,0.72,0.54,0.82,0.82,0.83,0.65,0.73,0.78,0.97,0.81,0.46,0.53,0.62,0.85,0.67,0.85,1.0,0.96,0.54,0.57,0.59,0.81,0.75,0.66,0.69,0.73,1.0,0.92
SL000367,Slovak Tech,Pakistan,Slovakia,Prefer not to say,26,A2,61.9,0.85,Low,Married,0.57,1,0.6,Tutoring,0,Left Country,Psychology,2025-11-02T11:58:26Z,0.82,0.43,0.79,0.56,0.79,0.46,0.82,0.75,0.8,1.0,0.61,0.75,0.79,0.78,0.81,0.74,0.85,0.74,0.6,0.74,0.8,0.82,0.86,0.52,0.67,0.65,0.65,0.67,0.62,0.81,0.78,0.79
IT000331,University of Messina,Sri Lanka,Italy,Other,26,A2,61.7,0.9,High,Single,0.2,1,0.6,None,0,Dropped Out,Psychology,2025-11-02T11:58:25Z,0.64,0.87,0.76,0.76,0.84,0.7,0.77,0.71,0.78,1.0,0.74,0.78,0.57,0.8,0.97,0.58,0.5,0.71,0.6,0.63,1.0,0.62,0.87,0.47,0.83,0.88,0.71,0.64,0.75,0.75,0.36,0.89
SL000150,Slovak Tech,Vietnam,Slovakia,Male,25,C1,68.3,0.93,Low,Single,0.13,0,0.6,LanguageMentor,1,Completed,Business,2025-11-02T11:58:26Z,0.76,0.92,0.61,0.72,0.79,0.91,0.75,0.95,0.49,0.87,0.75,0.76,0.84,0.97,0.79,0.57,0.85,0.65,0.52,0.71,0.84,0.62,0.81,0.87,0.62,0.67,0.91,0.59,0.6,0.68,0.63,0.71
LA000197,Daugavpils University,Italy,Latvia,Female,26,B1,68.8,0.84,High,Married,0.26,0,0.1,BuddyProgram,1,Completed,Computer Science,2025-11-02T11:58:25Z,0.8,0.82,0.66,0.91,1.0,0.62,0.46,0.95,0.78,0.58,0.63,0.8,0.88,0.81,0.84,0.73,0.68,0.61,0.92,0.72,0.65,0.72,0.83,0.71,0.64,0.71,0.86,0.48,0.45,0.78,0.52,0.78
SL000410,Slovak Tech,Slovakia,Slovakia,Prefer not to say,25,B1,66.0,0.96,High,Single,0.63,0,0.1,None,1,Completed,Business,2025-11-02T11:58:26Z,0.47,0.66,0.59,0.59,0.89,0.64,0.71,0.58,0.84,0.57,0.61,0.51,0.47,0.62,0.8,0.51,0.56,0.52,0.55,0.29,0.64,0.47,0.42,0.48,0.58,0.67,0.87,0.79,0.59,0.64,0.82,0.99
IT000330,University of Messina,Slovakia,Italy,Other,29,C1,92.9,1.0,Low,Married,0.59,0,0.1,BuddyProgram,1,Ongoing,Economics,2025-11-02T11:58:25Z,0.51,0.55,0.79,0.82,0.85,0.63,0.85,0.75,0.76,0.96,0.78,0.7,0.81,0.79,0.85,0.83,0.83,0.69,0.71,0.78,0.58,0.84,0.79,0.7,0.76,0.78,0.71,1.0,0.86,0.78,0.56,0.66
LA000011,Daugavpils University,Sri Lanka,Latvia,Other,25,C2,62.1,1.0,Medium,Single,0.29,0,0.6,LanguageMentor,1,Completed,Engineering,2025-11-02T11:58:25Z,0.69,0.6,0.76,0.68,0.82,0.85,0.53,0.84,0.88,0.59,0.87,0.72,0.71,0.79,0.76,0.53,0.63,0.69,0.8,0.87,0.69,0.75,0.68,0.58,0.61,0.63,0.93,0.78,0.82,0.94,0.85,0.81
LA000339,TSI Riga,Brazil,Latvia,Male,22,B2,79.8,0.85,Medium,Other,0.48,0,0.5,LanguageMentor,1,Completed,Engineering,2025-11-02T11:58:25Z,0.47,0.83,0.73,0.81,0.57,0.77,0.6,0.62,0.75,0.81,0.92,0.5,0.72,0.83,1.0,0.67,0.56,0.74,0.83,0.91,0.64,0.87,0.61,0.63,0.64,0.95,0.61,0.82,0.8,0.9,0.94,0.66
SL000152,Comenius University Bratislava,India,Slovakia,Male,28,C2,66.6,0.88,Medium,Single,0.23,0,0.6,LanguageMentor,1,Completed,Psychology,2025-11-02T11:58:26Z,0.81,0.85,0.72,0.54,0.75,0.76,0.79,0.73,0.65,0.93,0.56,0.89,0.63,0.82,0.44,0.95,0.86,0.8,0.64,0.92,0.75,0.76,0.67,0.87,0.71,0.61,0.79,0.65,0.7,0.66,0.88,0.55
IT000189,Politecnico di Torino,Brazil,Italy,Other,26,B1,59.6,0.9,Medium,Single,0.33,0,0.5,LanguageMentor,0,Transferred,English Philology,2025-11-02T11:58:25Z,0.68,0.59,0.63,0.94,0.68,0.99,1.0,0.84,0.6,0.71,0.65,0.66,0.72,0.64,0.85,0.67,0.81,0.63,0.8,0.64,0.67,0.68,0.62,0.96,0.88,0.93,0.6,0.61,0.61,0.78,0.6,0.74
LA000042,Daugavpils University,India,Latvia,Prefer not to say,28,C1,58.6,0.95,High,Single,0.12,1,0.6,None,0,Left Country,Engineering,2025-11-02T11:58:25Z,0.48,0.78,0.42,0.95,0.67,0.43,0.57,0.56,0.77,0.74,0.7,0.77,0.71,0.68,0.51,0.63,0.85,0.82,0.7,0.78,0.67,0.73,0.72,0.78,0.7,0.61,0.79,0.94,0.76,0.36,0.42,0.78
LA000550,TSI Riga,India,Latvia,Female,25,C2,75.4,0.92,High,Single,0.38,0,0.6,Tutoring,1,Ongoing,Data Science,2025-11-02T11:58:25Z,0.9,0.92,0.9,0.48,0.89,0.7,0.71,0.78,0.53,0.78,0.92,0.7,0.9,0.58,0.59,0.61,0.33,0.83,0.73,0.69,0.83,0.81,0.78,0.69,0.78,0.91,0.71,0.66,0.56,0.97,0.82,0.53
IT000401,Politecnico di Torino,Sri Lanka,Italy,Prefer not to say,19,B1,55.6,0.83,High,Married,0.28,0,0.6,BuddyProgram,1,Completed,Economics,2025-11-02T11:58:25Z,0.69,0.92,0.59,0.77,0.57,0.64,0.68,0.76,0.63,0.62,0.8,0.77,0.81,0.59,0.66,0.86,0.59,0.83,0.75,0.71,0.82,0.57,0.55,0.6,0.82,0.74,0.8,0.65,0.44,0.6,0.86,0.61
IT000034,Politecnico di Torino,Brazil,Italy,Prefer not to say,21,C2,78.2,0.56,High,Other,0.23,1,0.5,BuddyProgram,0,Dropped Out,Business,2025-11-02T11:58:25Z,0.77,0.69,0.65,0.5,0.59,1.0,0.7,0.91,0.82,0.7,0.78,0.85,0.79,0.99,0.69,0.57,0.72,0.78,0.94,0.58,0.92,0.97,0.62,0.68,0.77,0.76,0.71,0.75,0.56,0.81,0.76,0.77
IT000544,Politecnico di Torino,Slovakia,Italy,Female,23,A2,78.3,0.96,High,Single,0.44,1,0.1,None,0,Left Country,Logistics,2025-11-02T11:58:25Z,1.0,0.81,0.67,0.88,0.64,0.76,0.78,0.91,0.67,0.94,0.71,0.56,0.9,0.68,0.65,0.81,0.61,0.83,0.73,0.74,0.61,0.38,0.52,0.68,0.83,0.72,0.71,0.9,0.6,0.62,0.72,0.62
IT000193,Politecnico di Torino,Brazil,Italy,Prefer not to say,23,B1,86.4,0.97,Medium,Other,0.32,1,0.5,Counseling,0,Left Country,Logistics,2025-11-02T11:58:25Z,0.95,0.99,0.66,0.77,0.79,0.75,0.71,0.65,0.79,0.54,0.76,0.67,0.58,0.57,0.8,0.73,0.93,0.76,0.67,0.69,0.51,0.74,0.89,0.81,0.89,0.85,0.79,0.55,0.71,1.0,0.9,0.24
LA000267,TSI Riga,Spain,Latvia,Prefer not to say,22,B1,87.4,0.9,High,Other,0.63,0,0.1,None,1,Ongoing,Logistics,2025-11-02T11:58:25Z,0.82,0.88,0.81,0.64,0.67,0.75,0.64,0.88,0.62,0.49,0.47,0.62,0.47,0.52,0.62,0.6,0.69,0.42,0.77,0.68,0.48,0.68,0.39,0.41,0.77,0.69,0.75,0.75,0.9,1.0,0.6,0.68
LA000304,Daugavpils University,USA,Latvia,Female,28,C2,76.8,0.83,Medium,Married,0.26,0,0.3,None,0,Failed Exams,English Philology,2025-11-02T11:58:25Z,0.66,0.52,0.55,1.0,0.64,0.7,0.54,0.62,0.61,0.84,0.64,0.7,0.57,0.62,0.81,0.61,0.49,0.82,0.73,0.65,0.75,0.68,0.89,0.69,0.84,0.9,0.69,0.58,0.68,0.88,0.73,0.88
IT000350,Politecnico di Torino,Pakistan,Italy,Male,26,C1,82.2,0.95,Medium,Single,0.49,0,0.6,None,1,Completed,Economics,2025-11-02T11:58:25Z,0.55,0.65,0.89,0.55,0.73,0.67,0.73,0.5,0.91,0.82,0.68,0.56,0.62,0.44,0.5,0.46,0.86,0.58,0.8,0.6,0.74,0.87,0.57,0.8,0.68,0.53,0.69,0.72,0.73,0.72,0.76,0.82
IT000254,Politecnico di Torino,Nigeria,Italy,Other,24,B2,75.3,0.91,Low,Single,0.13,0,0.7,None,1,Completed,Data Science,2025-11-02T11:58:25Z,0.61,0.72,0.79,0.73,0.92,0.77,0.65,0.7,0.8,0.63,0.7,0.58,0.67,0.79,0.71,0.54,0.79,0.59,0.72,0.76,0.78,1.0,0.86,0.73,0.55,0.69,0.69,0.9,0.64,0.88,0.62,0.8
LA000332,TSI Riga,Latvia,Latvia,Prefer not to say,26,C2,82.5,1.0,Medium,Other,0.09,0,0.1,None,1,Completed,Economics,2025-11-02T11:58:25Z,0.58,0.8,0.61,0.73,0.69,0.61,0.6,0.78,0.49,0.82,0.92,0.65,0.85,0.68,0.89,0.61,0.64,0.73,0.93,0.31,0.79,0.6,0.68,0.75,0.78,0.63,0.76,0.68,0.8,0.74,1.0,0.52
SL000057,Slovak Tech,USA,Slovakia,Other,28,B2,63.5,0.87,Medium,Married,0.14,0,0.3,Tutoring,1,Completed,Computer Science,2025-11-02T11:58:25Z,0.57,0.71,0.76,0.77,0.74,0.92,0.94,0.72,0.78,0.69,1.0,0.79,0.78,0.53,0.56,0.66,0.47,0.9,0.55,0.89,0.96,0.72,0.75,1.0,0.54,0.56,0.92,0.58,0.89,0.4,0.76,0.79
LA000017,TSI Riga,Ukraine,Latvia,Male,28,A2,62.5,0.97,Medium,Other,0.22,0,0.1,Tutoring,1,Completed,Economics,2025-11-02T11:58:25Z,0.71,0.69,0.75,0.85,0.65,0.56,0.76,0.64,0.82,0.87,0.7,0.53,0.64,0.87,0.81,0.75,0.67,0.39,0.87,0.82,0.79,0.72,0.88,0.78,0.83,0.66,0.96,0.77,0.71,0.84,0.56,0.87
SL000240,Comenius University Bratislava,Bangladesh,Slovakia,Male,33,C1,68.5,0.93,Medium,Other,0.38,0,0.6,BuddyProgram,1,Ongoing,Engineering,2025-11-02T11:58:26Z,0.66,0.76,0.78,0.68,0.47,0.77,0.57,0.69,0.73,0.62,0.8,0.75,0.84,0.91,0.84,0.99,0.77,0.8,0.84,0.78,0.9,0.73,0.81,0.93,0.9,0.67,0.74,0.9,0.71,1.0,0.64,0.85
SL000325,Comenius University Bratislava,USA,Slovakia,Prefer not to say,24,C1,63.3,0.91,Medium,Single,0.58,0,0.3,LanguageMentor,1,Completed,Economics,2025-11-02T11:58:26Z,0.72,0.91,0.68,0.79,0.84,0.76,0.72,0.64,0.69,0.8,0.79,0.52,0.63,0.85,0.8,0.65,0.83,0.83,0.52,0.84,0.67,0.6,0.65,0.66,0.6,0.7,0.87,0.56,0.65,0.65,1.0,0.85
LA000071,Daugavpils University,Ukraine,Latvia,Other,31,B1,69.1,0.9,High,Single,0.08,0,0.1,BuddyProgram,1,Completed,Logistics,2025-11-02T11:58:25Z,0.94,0.69,0.72,0.85,0.73,0.56,0.83,0.86,0.84,0.82,0.92,0.56,0.81,0.77,0.66,0.69,0.79,0.71,0.79,0.94,1.0,0.73,0.7,0.6,0.57,0.83,0.83,0.68,0.83,0.67,0.88,0.89
SL000112,Comenius University Bratislava,Italy,Slovakia,Prefer not to say,24,A2,70.3,0.94,High,Married,0.34,1,0.1,Counseling,0,Dropped Out,English Philology,2025-11-02T11:58:26Z,0.69,0.78,0.57,0.88,0.67,0.6,0.51,0.79,0.68,0.74,0.62,0.77,0.85,0.78,0.65,0.94,0.55,0.55,0.71,0.76,0.72,0.63,0.58,0.61,0.87,0.8,0.66,0.77,0.75,0.67,0.91,0.86
IT000464,Politecnico di Torino,Brazil,Italy,Prefer not to say,21,C2,61.0,0.92,Low,Single,0.36,1,0.5,None,0,Left Country,Computer Science,2025-11-02T11:58:25Z,0.6,0.77,0.8,0.56,0.65,0.85,0.67,0.75,0.58,0.9,0.84,0.69,0.79,0.47,0.96,0.68,0.72,0.6,0.66,0.67,0.57,0.96,0.64,0.6,1.0,0.77,0.49,0.52,0.53,0.75,0.77,0.66
SL000386,Slovak Tech,Spain,Slovakia,Female,29,B2,73.7,0.87,High,Other,0.29,1,0.1,BuddyProgram,0,Dropped Out,Economics,2025-11-02T11:58:26Z,0.6,0.63,0.88,0.67,0.91,0.76,0.86,0.68,0.5,0.68,0.83,0.58,0.69,0.81,0.54,0.73,0.63,0.65,0.89,0.79,0.35,0.77,0.73,0.75,0.63,0.78,0.65,0.72,0.83,0.81,0.64,0.54
IT000441,Politecnico di Torino,USA,Italy,Female,24,C2,67.1,0.83,Medium,Other,0.23,0,0.3,LanguageMentor,1,Ongoing,Logistics,2025-11-02T11:58:25Z,0.63,0.84,0.78,0.68,0.86,0.89,0.71,0.7,0.86,0.8,0.68,0.75,0.66,1.0,0.82,0.72,0.78,0.6,0.63,0.83,0.79,0.47,0.57,0.48,0.87,0.58,0.85,0.56,0.86,0.5,0.8,0.68
SL000127,Comenius University Bratislava,Pakistan,Slovakia,Female,25,B2,58.1,0.87,Low,Married,0.37,0,0.6,Counseling,1,Completed,Computer Science,2025-11-02T11:58:26Z,0.85,0.81,0.88,0.89,0.73,0.87,0.65,0.71,0.52,0.66,0.75,0.72,0.64,0.64,0.91,0.7,0.81,1.0,0.74,0.83,0.77,0.66,0.8,0.68,0.77,0.93,0.85,0.76,0.82,0.57,0.63,0.65
IT000235,Politecnico di Torino,Pakistan,Italy,Other,22,A2,57.9,0.61,High,Single,0.45,1,0.6,BuddyProgram,0,Administrative Withdrawal,English Philology,2025-11-02T11:58:25Z,0.63,0.78,0.94,1.0,0.6,0.74,0.81,0.58,0.72,0.71,0.8,0.75,0.68,0.96,0.67,0.87,0.59,0.73,0.76,0.58,0.74,0.68,0.96,0.8,0.62,0.8,0.79,0.64,1.0,0.79,0.74,0.68
SL000391,Comenius University Bratislava,India,Slovakia,Male,20,B1,81.4,0.8,Low,Other,0.24,1,0.6,Tutoring,0,Left Country,Data Science,2025-11-02T11:58:26Z,0.79,0.61,0.56,0.76,0.92,0.53,0.83,0.69,0.9,0.73,1.0,0.87,0.64,0.66,0.57,0.83,0.77,0.71,0.7,0.84,0.63,1.0,0.99,0.75,0.81,0.57,0.73,0.72,0.78,0.62,0.72,0.7
LA000480,TSI Riga,Pakistan,Latvia,Prefer not to say,23,C2,85.5,0.91,High,Single,0.13,0,0.6,None,1,Completed,Business,2025-11-02T11:58:25Z,0.69,0.7,0.75,0.73,0.69,0.52,0.62,0.59,0.92,0.59,0.27,0.72,0.65,0.88,0.66,0.73,0.78,0.58,0.87,0.7,0.67,0.86,0.66,0.98,0.62,0.69,0.68,0.78,0.74,0.74,0.48,0.69
SL000334,Comenius University Bratislava,Ukraine,Slovakia,Female,22,B2,73.1,0.84,Low,Single,0.09,0,0.1,Tutoring,1,Ongoing,English Philology,2025-11-02T11:58:26Z,0.75,0.74,0.68,0.78,0.8,0.71,0.86,0.71,0.66,0.48,0.81,1.0,0.77,0.78,0.64,0.77,0.68,0.75,0.55,0.81,0.82,0.67,0.79,0.77,0.85,0.64,0.67,0.84,0.71,0.83,0.88,0.76
LA000188,TSI Riga,Nigeria,Latvia,Other,24,C2,68.7,0.91,Medium,Other,0.18,0,0.7,LanguageMentor,1,Completed,Psychology,2025-11-02T11:58:25Z,0.79,0.47,0.68,0.78,0.79,0.72,0.68,0.62,0.64,0.67,0.71,0.85,0.79,0.58,1.0,0.66,0.9,0.78,0.97,0.78,0.68,0.74,0.78,0.73,0.73,0.62,0.77,0.89,0.7,0.82,0.6,0.63
LA000440,Daugavpils University,Latvia,Latvia,Female,27,B1,79.9,0.9,Medium,Other,0.26,1,0.1,Counseling,0,Left Country,Data Science,2025-11-02T11:58:25Z,0.52,0.73,0.8,0.54,0.82,0.83,1.0,0.71,0.83,0.63,1.0,0.9,0.71,0.87,0.75,0.43,0.73,0.6,0.84,0.56,0.8,0.63,0.78,0.96,0.89,0.92,0.95,0.74,0.55,0.83,0.77,0.6
IT000231,Politecnico di Torino,Italy,Italy,Female,22,B1,71.5,0.77,Low,Single,0.25,1,0.1,Tutoring,0,Left Country,Computer Science,2025-11-02T11:58:25Z,0.91,0.77,0.67,0.96,0.71,0.41,0.77,0.53,0.72,0.74,0.68,0.78,0.64,0.36,0.59,0.77,0.61,0.84,0.96,0.5,0.59,0.56,0.96,0.79,0.74,0.56,0.64,0.7,0.95,0.55,0.7,0.87
IT000520,University of Messina,Latvia,Italy,Female,27,A2,80.4,0.89,Medium,Single,0.22,0,0.1,BuddyProgram,0,Transferred,Business,2025-11-02T11:58:25Z,0.79,0.91,0.55,0.71,0.76,0.73,0.59,0.61,0.68,0.99,0.74,0.87,0.82,0.79,0.97,0.59,0.65,0.84,0.81,0.79,0.77,0.56,0.53,0.8,0.84,0.9,0.66,0.85,0.8,1.0,0.71,0.88
LA000540,Daugavpils University,Nigeria,Latvia,Female,22,B1,65.3,0.84,High,Single,0.12,0,0.7,LanguageMentor,1,Completed,Psychology,2025-11-02T11:58:25Z,0.62,0.77,0.61,0.69,0.75,0.95,0.8,0.62,0.85,0.74,0.79,0.6,0.78,0.86,0.87,0.85,0.59,0.84,0.78,1.0,0.73,0.74,0.56,0.65,0.59,0.74,0.77,0.74,0.95,1.0,0.62,0.62
LA000441,Daugavpils University,Brazil,Latvia,Male,28,B1,77.7,0.99,Medium,Other,0.18,0,0.5,LanguageMentor,1,Ongoing,English Philology,2025-11-02T11:58:25Z,0.88,0.68,0.68,0.7,0.72,0.58,0.47,0.72,0.75,0.96,0.75,0.59,0.71,0.92,0.6,0.76,0.77,0.57,0.83,0.82,0.57,0.64,0.78,0.72,0.63,0.7,0.55,0.89,0.8,0.91,0.76,0.51
SL000110,Slovak Tech,India,Slovakia,Male,20,C2,64.1,1.0,Low,Married,0.14,0,0.6,None,1,Ongoing,Psychology,2025-11-02T11:58:26Z,0.73,0.66,0.64,0.78,0.7,0.69,0.62,0.77,0.79,0.9,0.57,0.53,0.59,0.63,0.41,0.77,0.67,0.74,0.67,0.88,0.76,0.76,0.97,0.55,0.83,0.97,0.86,0.84,0.73,0.84,0.75,0.87
IT000363,University of Messina,Bangladesh,Italy,Prefer not to say,23,C2,67.5,0.96,Medium,Single,0.12,0,0.6,LanguageMentor,1,Completed,Psychology,2025-11-02T11:58:25Z,0.84,1.0,0.57,0.63,0.87,0.61,0.63,0.63,0.88,0.83,0.67,0.69,0.77,0.52,0.87,0.7,0.8,0.82,0.79,1.0,0.75,0.88,0.91,1.0,0.99,0.46,0.67,0.94,0.68,0.49,0.62,0.76
IT000139,Politecnico di Torino,Vietnam,Italy,Male,25,C1,80.9,0.88,High,Married,0.15,0,0.6,None,1,Ongoing,Data Science,2025-11-02T11:58:25Z,0.6,0.71,0.6,0.76,0.92,0.58,0.83,0.64,0.79,0.81,0.55,0.65,0.64,0.74,0.59,0.62,0.45,0.76,0.6,0.8,0.76,0.82,0.66,0.72,0.72,1.0,0.65,0.83,0.69,0.7,0.93,0.62
IT000045,Politecnico di Torino,USA,Italy,Other,22,B2,73.3,0.85,Medium,Married,0.08,0,0.3,None,1,Completed,Psychology,2025-11-02T11:58:25Z,0.48,0.81,0.69,0.66,0.72,0.77,0.65,0.68,0.58,0.83,0.8,0.83,0.87,0.9,0.71,0.69,0.8,0.78,0.71,0.79,0.67,0.69,0.74,0.9,0.96,0.79,0.79,0.87,0.78,0.59,0.58,0.64
IT000285,University of Messina,Ukraine,Italy,Other,27,A2,77.8,0.78,Low,Married,0.24,0,0.1,LanguageMentor,1,Completed,Economics,2025-11-02T11:58:25Z,0.78,0.62,0.92,0.6,0.78,0.58,0.57,0.78,0.95,0.92,0.99,0.56,0.79,0.72,0.74,0.61,0.7,0.71,1.0,0.67,0.92,0.78,0.76,0.86,0.81,0.61,0.66,0.69,0.83,0.49,0.69,0.96
SL000374,Slovak Tech,Latvia,Slovakia,Female,26,C1,68.9,0.87,Medium,Married,0.67,0,0.1,LanguageMentor,0,Transferred,Business,2025-11-02T11:58:26Z,0.62,0.79,0.83,0.88,0.85,0.65,0.5,0.94,0.75,0.93,0.57,0.73,0.59,0.56,0.49,0.6,0.54,0.51,0.47,0.4,0.49,0.65,0.43,0.41,0.59,0.71,0.54,0.74,0.92,0.34,0.74,0.6
